index,lat,long,station_code,altitude
65,45.52479,-73.56545,6147,40.0
66,45.55896,-73.548687,6395,29.0
67,45.534134366108425,-73.57349216938019,6152,48.0
68,45.531818,-73.56531700000001,6138,47.0
69,45.54298303017486,-73.6063814163208,6276,62.0
70,45.5179101,-73.56714338,6019,52.0
71,45.510659999999994,-73.56497,6012,28.0
72,45.5079,-73.563112,6034,35.0
73,45.497696999999995,-73.568646,6057,33.0
74,45.4952,-73.56328,6085,16.0
75,45.5298015824607,-73.5702896118164,6140,48.0
76,45.5210937,-73.56225103,6902,28.0
77,45.520578,-73.56773299999999,6175,47.0
78,45.532270000000004,-73.56828,6141,46.0
79,45.53229,-73.57544,6154,50.0
80,45.53993218312671,-73.59934329986572,6268,62.0
81,45.531917299999996,-73.59798342,6906,67.0
82,45.532674,-73.571776,6153,47.0
83,45.489951,-73.567091,6088,17.0
84,45.53248,-73.58507,6165,54.0
85,45.52353,-73.55199,6114,18.0
86,45.52504753729988,-73.56003552675247,6118,28.0
87,45.52087,-73.55922,6117,29.0
88,45.52352540631033,-73.58750939369202,6201,65.0
89,45.52654331973003,-73.59823286533357,6235,74.0
90,45.52241290921658,-73.58412981033325,6183,59.0
91,45.54475,-73.5949,6267,63.0
92,45.48007342327107,-73.58547896146773,6414,21.0
93,45.529219,-73.574777,6314,49.0
94,45.5215,-73.5851,6182,59.0
95,45.546939,-73.602616,6273,57.0
96,45.5341,-73.58851999999999,6166,61.0
97,45.51341276005555,-73.53825330734253,6109,2.0
98,45.544828,-73.610458,6275,59.0
99,45.50766169576538,-73.57885992183583,6047,61.0
100,45.509685299999994,-73.56231675,6180,25.0
101,45.542055,-73.59779300000001,6904,63.0
102,45.534310977268525,-73.54996919631958,6269,25.0
103,45.53696,-73.61199,6249,61.0
104,45.53092,-73.57674,6155,50.0
105,45.515299,-73.561273,6015,31.0
106,45.55031640880025,-73.57335805892943,6368,55.0
107,45.49302901258371,-73.56481790542604,6087,19.0
108,45.500779,-73.558826,6039,31.0
109,45.504094887726744,-73.56869637966156,6083,49.0
110,45.537964,-73.56264300000001,6134,46.0
111,45.50931028555171,-73.55443105101584,6001,16.0
112,45.519079999999995,-73.5727,6174,47.0
113,45.50708,-73.56917,6078,38.0
114,45.4979738,-73.55614096,6048,21.0
115,45.513917296074005,-73.56076508760451,6014,34.0
116,45.52060423232697,-73.57598394155501,6179,49.0
117,45.531401,-73.612674,6191,60.0
118,45.48885477417901,-73.58359336853026,6194,61.0
119,45.511119,-73.56797399999999,6003,34.0
120,45.502326000000004,-73.565138,6053,41.0
121,45.51494,-73.57821,6215,55.0
122,45.50623,-73.55976,6032,24.0
123,45.49172173024755,-73.57688951320596,6091,51.0
124,45.510016,-73.570654,6202,42.0
125,45.537813,-73.624872,6322,57.0
126,45.51829,-73.59235,6224,72.0
127,45.50971,-73.57354000000001,6205,48.0
128,45.503063,-73.573986,6424,54.0
129,45.472503,-73.53928499999999,6016,12.0
130,45.5191458,-73.56924140000001,6173,48.0
131,45.502292100000005,-73.57325211,6027,54.0
132,45.531164000000004,-73.58369499999999,6274,53.0
133,45.51687264682678,-73.55417490005495,6104,24.0
134,45.512812949534855,-73.57701659202577,6207,53.0
135,45.537877,-73.618323,6127,59.0
136,45.519376,-73.55195135,6105,21.0
137,45.52456565105688,-73.57207864522934,6145,49.0
138,45.517353799999995,-73.58212888,6181,66.0
139,45.50206,-73.56295,6043,13.0
140,45.51533014906273,-73.55914771556854,6009,29.0
141,45.484859137744294,-73.57158511877059,6403,19.0
142,45.542578999999996,-73.636557,6332,44.0
143,45.5042453,-73.55354458,6036,15.0
144,45.52955900967215,-73.5876018932322,6186,59.0
145,45.50345009602768,-73.56840401887894,6413,49.0
146,45.52915520624575,-73.559410572052,6132,27.0
147,45.48697062,-73.58929306,6432,58.0
148,45.482779,-73.58452544,6029,23.0
149,45.537159225331315,-73.59747648239136,6262,70.0
150,45.47422369503188,-73.60372066497803,6418,47.0
151,45.53702583434782,-73.59316617250444,6258,67.0
152,45.52129287302808,-73.58936548233031,6196,62.0
153,45.544513,-73.571564,6916,52.0
154,45.504803,-73.5612,6035,22.0
155,45.5028,-73.55917,6040,40.0
156,45.53228145673193,-73.61099146306516,6247,67.0
157,45.529993,-73.604214,6271,67.0
158,45.5306,-73.614616,6747,59.0
159,45.51408729999999,-73.55230004,6011,17.0
160,45.4996771,-73.57884854,6065,54.0
161,45.54918032376485,-73.59385818243027,6277,61.0
162,45.5457759528664,-73.56217458844183,6381,47.0
163,45.517333103257826,-73.57443630695344,6219,47.0
164,45.535614,-73.566014,6133,50.0
165,45.546978,-73.575515,6371,56.0
166,45.52114,-73.54926,6106,19.0
167,45.498709999999996,-73.56671,6046,63.0
168,45.5491255,-73.60091239,6185,56.0
169,45.5240365462478,-73.59014332294464,6195,69.0
170,45.498673100000005,-73.55256289,6050,23.0
171,45.533924,-73.562425,6131,42.0
172,45.54467,-73.621581,6335,58.0
173,45.541198,-73.59094300000001,6421,67.0
174,45.524570000000004,-73.59588000000001,6200,69.0
175,45.530027060788136,-73.5631763935089,6129,46.0
176,45.51517174448816,-73.58100235462189,6212,61.0
177,45.540881,-73.58415699999999,6259,60.0
178,45.552923097315514,-73.56575198471545,6376,48.0
179,45.54172920185872,-73.56549382209778,6022,46.0
180,45.5277271,-73.58628362,6281,56.0
181,45.504490000000004,-73.5592,6031,24.0
182,45.521155685854765,-73.58558893203734,6229,60.0
183,45.526206137951355,-73.5492503643036,6111,21.0
184,45.53486372513362,-73.55545459320638,6121,21.0
185,45.4757434,-73.5646007,6349,17.0
186,45.531366999999996,-73.562624,6024,48.0
187,45.52697,-73.60261,6234,71.0
188,45.535189,-73.617459,6344,59.0
189,45.533194935722705,-73.60117256641388,6908,69.0
190,45.49457934841001,-73.55875611305238,6086,15.0
191,45.538799,-73.55249599999999,6103,22.0
192,45.50501,-73.57069,6073,45.0
193,45.508356,-73.58049799999999,6075,69.0
194,45.51339,-73.56255,6013,29.0
195,45.52697,-73.558021,6119,24.0
196,45.50197437877896,-73.55515658855437,6037,19.0
197,45.533348,-73.605834,6913,69.0
198,45.47968,-73.56385,6377,15.0
199,45.538589,-73.586302,6260,61.0
200,45.49356916133978,-73.56857568025589,6096,15.0
201,45.53895775569035,-73.58243197202681,6197,55.0
202,45.536299,-73.607773,6257,59.0
203,45.54970407823863,-73.60551238059999,6924,55.0
204,45.5126137,-73.57372552,6218,48.0
205,45.53985704,-73.62038255,6327,61.0
206,45.528448693514136,-73.55108499526979,6108,20.0
207,45.512734,-73.5611406,6008,34.0
208,45.54176571696572,-73.62612783908844,6329,56.0
209,45.53217,-73.55859,6126,29.0
210,45.523854,-73.519677,5007,11.0
211,45.54554155627703,-73.63474845886229,6324,44.0
212,45.534377,-73.612278,6251,62.0
213,45.5014018,-73.5718136,6066,54.0
214,45.55244260913486,-73.60300183296205,6925,52.0
215,45.543583,-73.6284,6334,56.0
216,45.489609,-73.58244499999999,6084,54.0
217,45.500035,-73.618105,6928,119.0
218,45.48203995,-73.57486278,6405,22.0
219,45.494859999999996,-73.57108000000001,6090,37.0
220,45.553878999999995,-73.551761,6396,29.0
221,45.51453083866944,-73.56847107410431,6021,42.0
222,45.530570000000004,-73.54913,6122,23.0
223,45.53612320588314,-73.62244516611098,6321,59.0
224,45.547996999999995,-73.58523000000001,6362,66.0
225,45.4829,-73.59100000000001,6433,52.0
226,45.544579999999996,-73.58806899999999,6261,67.0
227,45.53963159810423,-73.63444805145264,6323,49.0
228,45.53237205692519,-73.60643248568522,6915,63.0
229,45.53722603812578,-73.49506705999373,5006,28.0
230,45.4703,-73.6162,6415,63.0
231,45.49932551028458,-73.57176750898361,6058,47.0
232,45.54816007401565,-73.5920262336731,6266,60.0
233,45.49947,-73.57591,6063,50.0
234,45.53725879867612,-73.57917040586472,6236,54.0
235,45.520294969655005,-73.61482366919519,6246,72.0
236,45.54730353,-73.54382690000001,6394,21.0
237,45.530871318676006,-73.5983455181122,6168,67.0
238,45.519157,-73.55785999999999,6112,27.0
239,45.5414350841351,-73.55431437492369,6386,26.0
240,45.547218,-73.631103,6333,47.0
241,45.5195,-73.56026899999999,6171,27.0
242,45.51889,-73.56353,6018,29.0
243,45.5427,-73.59212,6264,66.0
244,45.49606,-73.57348,6092,41.0
245,45.4816,-73.6,6435,48.0
246,45.543541,-73.600982,6270,60.0
247,45.550476,-73.590446,6361,64.0
248,45.511640093571074,-73.56218397617342,6007,26.0
249,45.479483,-73.61979000000001,6101,96.0
250,45.477249,-73.587238,6375,18.0
251,45.47266800851547,-73.585389778018,6402,17.0
252,45.564353000000004,-73.571244,6731,59.0
253,45.53923029698213,-73.54108236730099,6002,16.0
254,45.53707,-73.61529,6250,59.0
255,45.50260226829794,-73.52750301361084,6359,13.0
256,45.563947,-73.655573,6716,30.0
257,45.466569,-73.623295,6718,64.0
258,45.544866999999996,-73.614841,6340,58.0
259,45.48627862584162,-73.57359945774078,6409,16.0
260,45.547362,-73.57922099999999,6367,61.0
261,45.5536,-73.6616,6422,30.0
262,45.550692068419764,-73.65636706352235,6210,32.0
263,45.48691857455085,-73.56942862272263,6741,18.0
264,45.546405643046654,-73.59842061996459,6272,59.0
265,45.507143919284104,-73.55511903762817,6025,40.0
266,45.53703,-73.58584,6167,59.0
267,45.551119,-73.540764,6398,20.0
268,45.49975,-73.55566,6038,21.0
269,45.48392802,-73.57731164,6407,21.0
270,45.561396,-73.60154399999999,6735,49.0
271,45.553215,-73.58752,6360,60.0
272,45.526903999999995,-73.62433100000001,6728,59.0
273,45.55001,-73.59576,6278,59.0
274,45.54094394520117,-73.54714214801787,6393,26.0
275,45.516777000000005,-73.577784,6903,52.0
276,45.550769,-73.57711,6918,63.0
277,45.477923,-73.559038,6732,16.0
278,45.470303,-73.589848,6313,16.0
279,45.471926,-73.58247,6724,15.0
280,45.520018,-73.579463,6307,57.0
281,45.5336609,-73.5521968,6120,21.0
282,45.497011,-73.618575,6316,116.0
283,45.531938000000004,-73.61784200000001,6711,61.0
284,45.5332,-73.5156,5002,14.0
285,45.553193897440885,-73.53981435298921,6397,21.0
286,45.559199,-73.59965799999999,6347,50.0
287,45.510086,-73.611429,6306,124.0
288,45.45635829051657,-73.64013027457986,6369,58.0
289,45.577135950141134,-73.54628920555116,6721,36.0
290,45.564944,-73.577639,6723,57.0
291,45.570081,-73.573047,6730,52.0
292,45.55806260336831,-73.52940759679768,6076,18.0
293,45.5594818,-73.535496,6720,18.0
294,45.485889,-73.57751400000001,6404,20.0
295,45.556905,-73.58925,6357,58.0
296,45.55069770329497,-73.60953032970428,6189,54.0
297,45.50540324702016,-73.62116575241089,6310,101.0
298,45.552649,-73.58118499999999,6919,68.0
299,45.5334955551535,-73.56693148612977,6750,48.0
300,45.50723,-73.615085,6927,111.0
301,45.558457000000004,-73.65884,6710,28.0
302,45.504560999999995,-73.56279,6708,25.0
303,45.461684999999996,-73.584039,6709,21.0
304,45.52341265422832,-73.62352609634401,6746,58.0
305,45.518215000000005,-73.603251,6301,79.0
306,45.55158237169131,-73.5991555452347,6279,54.0
307,45.558481405952165,-73.58330368995668,6033,65.0
308,45.46072936353252,-73.63407254219054,6719,61.0
309,45.5566,-73.5373,6355,19.0
310,45.548931,-73.616837,6733,56.0
311,45.496850543297604,-73.62331956624985,6315,108.0
312,45.552122999999995,-73.630103,6737,43.0
313,45.514379,-73.610871,6305,93.0
314,45.514905,-73.619682,6303,87.0
315,45.55670791513632,-73.67063373327254,6736,24.0
316,45.510042,-73.624835,6366,97.0
317,45.554930999999996,-73.610711,6345,54.0
318,45.555205239939916,-73.55582308082374,6703,45.0
319,45.515384125158135,-73.60640823841095,6302,82.0
320,45.539823999999996,-73.508752,5004,13.0
321,45.491513,-73.633649,6419,67.0
322,45.536408,-73.512776,5005,13.0
323,45.515617,-73.614991,6304,88.0
324,45.550737147405385,-73.61522197723389,6343,55.0
325,45.550056,-73.534576,6700,15.0
326,45.47069642604657,-73.56542240828277,6427,15.0
327,45.522585799999995,-73.61265779,6245,71.0
328,45.4771,-73.6212,6356,85.0
329,45.49642,-73.57616,6098,45.0
330,45.499757,-73.62929799999999,6125,83.0
331,45.459707,-73.571438,6426,16.0
332,45.463257,-73.575621,6379,16.0
333,45.471743,-73.613924,6354,60.0
334,45.501302,-73.633161,6312,76.0
335,45.466965,-73.631664,6115,63.0
336,45.462742,-73.565845,6425,14.0
337,45.496302,-73.62982199999999,6423,91.0
338,45.4688,-73.6198,6363,66.0
339,45.56822507,-73.57943594,6713,53.0
340,45.560742,-73.65041,6726,32.0
341,45.477313,-73.61532700000001,6416,93.0
342,45.45085122,-73.5940272,6725,25.0
343,45.450837,-73.572446,6706,17.0
344,45.484489,-73.628834,6420,75.0
345,45.543376,-73.632267,6331,49.0
346,45.517459023340024,-73.59792709350586,6241,81.0
347,45.487692701413145,-73.56903970241545,6401,18.0
348,45.509228519662216,-73.55446994304656,6004,16.0
349,45.494805,-73.638772,6717,61.0
350,45.561594,-73.585643,6704,54.0
351,45.55789545752947,-73.5765291005373,6006,61.0
352,45.467369,-73.570769,6341,14.0
353,45.4980302,-73.55266482,6052,23.0
354,45.540627,-73.630089,6330,53.0
355,45.491414731039754,-73.56995498790639,6089,15.0
356,45.48489566038642,-73.56011867523193,6727,15.0
357,45.5294,-73.5178,5003,15.0
358,45.50233,-73.566497,6738,41.0
359,45.5367,-73.56081,6130,44.0
360,45.480208228000144,-73.57759863138199,6406,18.0
361,45.544136,-73.545609,6391,21.0
362,45.51086,-73.54983,6023,14.0
363,45.54459352523215,-73.53779464960098,6346,14.0
364,45.5076289,-73.55187625,6026,13.0
365,45.50537693,-73.56761949999999,6081,46.0
366,45.46714,-73.54259,6429,12.0
367,45.52106924,-73.5637571,6017,31.0
368,45.49589439175492,-73.5600972175598,6159,12.0
369,45.550668,-73.549502,6388,24.0
370,45.535759999999996,-73.57866999999999,6161,56.0
371,45.58077,-73.54476600000001,6739,32.0
372,45.5064484,-73.57634872,6070,49.0
373,45.492504,-73.581088,6097,52.0
374,45.5081439,-73.57477158,6204,54.0
375,45.53240768,-73.56477629999999,6139,47.0
376,45.53297745535149,-73.58122229576111,6160,54.0
377,45.557192,-73.569847,6370,53.0
378,45.5235066,-73.57641309,6177,48.0
379,45.53073,-73.58153,6158,51.0
380,45.52773841379083,-73.5762494802475,6156,48.0
381,45.53565,-73.57172,6151,47.0
382,45.530046,-73.58677,6170,57.0
383,45.54015386355122,-73.62353146076201,6328,59.0
384,45.52502122921278,-73.61073732376099,6232,67.0
385,45.52517156097331,-73.59937548637392,6199,74.0
386,45.4917542,-73.58397156,6095,56.0
387,45.5398326,-73.57555881,6162,52.0
388,45.519396014642325,-73.58322681808205,6217,60.0
389,45.509864,-73.576105,6079,52.0
390,45.493034,-73.583836,6102,56.0
391,45.519236909647724,-73.57721507549286,6220,50.0
392,45.525643224264485,-73.58174800872803,6187,49.0
393,45.527363,-73.607723,6228,64.0
394,45.520188,-73.590559,6225,66.0
395,45.569789,-73.54808100000001,6702,27.0
396,45.52402527115221,-73.6004215478897,6230,75.0
397,45.545425,-73.556527,6384,46.0
398,45.53711414,-73.5710031,6150,47.0
399,45.523216999999995,-73.558187,6123,28.0
400,45.53848,-73.60556,6255,61.0
401,45.523584,-73.560941,6116,34.0
402,45.52689,-73.57264,6143,43.0
403,45.54006,-73.60897,6254,63.0
404,45.52068774,-73.60842790000001,6243,76.0
405,45.525983000000004,-73.57780799999999,6188,48.0
406,45.544377000000004,-73.581018,6905,59.0
407,45.547179,-73.551739,6387,25.0
408,45.537040999999995,-73.602026,6910,65.0
409,45.541484000000004,-73.612441,6389,61.0
410,45.547283,-73.625377,6338,52.0
411,45.532013,-73.580541,6237,54.0
412,45.534136,-73.595478,6907,70.0
413,45.55197049422306,-73.59377503395079,6358,59.0
414,45.52671243835641,-73.58483791351318,6190,52.0
415,45.521460729664796,-73.5706141591072,6044,47.0
416,45.53133,-73.59155,6929,63.0
417,45.47822787309145,-73.56965124607086,10002,16.0
418,45.5639212,-73.5489124,6701,28.0
419,45.456049,-73.571877,6309,17.0
420,45.553262,-73.638615,6412,35.0
421,45.4743,-73.6237,6339,74.0
422,45.506445,-73.556352,6749,18.0
423,45.57373304521766,-73.5394462198019,6722,26.0
424,45.5176432,-73.58892829999999,6222,69.0
425,45.536178,-73.57641,6385,53.0
426,45.530351301735976,-73.62439244985579,6503,60.0
427,45.493718,-73.57918599999999,6107,52.0
428,45.55357073967114,-73.56049418449402,6383,48.0
429,45.529802000000004,-73.591766,6192,69.0
430,45.55325,-73.54822,6417,27.0
431,45.47116159517746,-73.62720608711244,6263,68.0
432,45.5120135,-73.53254691,6501,15.0
433,45.48401829,-73.56343659999999,6921,19.0
434,45.5063732,-73.52457672,6502,3.0
435,45.521495,-73.596758,6193,72.0
436,45.459593,-73.544377,6428,14.0
437,45.54739744800976,-73.60766351222992,6923,57.0
438,45.510690000000004,-73.57805,6208,51.0
439,45.521769,-73.534859,6504,13.0
440,45.524634000000006,-73.578755,6926,51.0
441,45.45635147672042,-73.58229249715805,6707,19.0
442,45.43443353453235,-73.58669400215148,6714,19.0
443,45.501714949328544,-73.57413053512573,6072,64.0
444,45.525669,-73.593016,6094,66.0
445,45.437913800652275,-73.58274042606355,6712,19.0
446,45.526856,-73.626672,6745,57.0
447,45.50023354666628,-73.57112646102904,6005,54.0
448,45.505973,-73.629593,6240,79.0
449,45.444433000000004,-73.575788,6715,17.0
450,45.456365000000005,-73.57614000000001,6705,16.0
451,45.517062,-73.559781,6729,30.0
452,45.456355,-73.597557,6744,25.0
453,45.462362,-73.59665,6742,21.0
454,45.52761627,-73.5891147,6136,61.0
455,45.494514,-73.58336800000001,6743,62.0
456,45.529686,-73.60172800000001,6051,66.0
457,45.5222776,-73.5775906,6178,48.0
458,45.575707,-73.561562,6226,40.0
249,45.47879584524551,-73.57642382383347,6748,18.0
419,45.534795,-73.609546,6311,60.0
288,45.55917755022557,-73.61413031816483,6930,49.0
408,45.5262464,-73.61374676,6752,64.0
455,45.573471130333964,-73.57497543096542,6753,46.0
460,45.457596824621035,-73.59052859581423,6754,22.0
0,45.430740224174976,-73.5919108253438,7015,19.0
4,45.446534244545326,-73.60354088363238,7048,22.0
5,45.4475536968409,-73.57726335525513,7056,18.0
6,45.44990081262039,-73.60025119094644,7051,24.0
9,45.45324567428996,-73.57681475579739,7059,17.0
16,45.45789352611307,-73.56752824096475,7057,15.0
17,45.459233060280816,-73.63740515022074,7010,59.0
21,45.46107799010839,-73.56730699539183,7058,16.0
25,45.46300108733154,-73.57156895217486,7060,16.0
27,45.46431546986341,-73.62556993961334,7013,61.0
32,45.467665653865964,-73.59391784324544,7054,16.0
52,45.478431591572935,-73.62489938735963,7011,80.0
55,45.47993042065731,-73.55592101812363,7070,16.0
58,45.48091406771754,-73.56846034526825,7053,15.0
59,45.48118440698601,-73.5793487727642,7055,18.0
65,45.48300561929305,-73.56218665838243,7052,15.0
76,45.487601163788064,-73.56518536806107,7068,15.0
80,45.48954486106132,-73.56413930654527,7050,15.0
83,45.49087360242486,-73.56238916516305,7049,21.0
85,45.49122961531575,-73.58078241348268,7076,51.0
86,45.49138379789788,-73.5860127210617,7081,54.0
97,45.49398569590685,-73.56327943525685,7047,16.0
102,45.495789104811756,-73.58259558677672,7071,66.0
110,45.49702385100359,-73.55922264978288,7062,12.0
125,45.50004272864201,-73.56041237711906,7079,31.0
133,45.50119450775172,-73.62062528729439,7012,115.0
153,45.504407470403315,-73.57254266738893,7080,63.0
154,45.504500933520184,-73.61765205860138,7014,108.0
157,45.50499344809821,-73.57170313596725,7069,63.0
163,45.50625103256782,-73.57139065861702,7067,50.0
167,45.50707812811467,-73.56139540672301,7066,28.0
177,45.50856686947439,-73.57769787311555,7033,54.0
191,45.5116382139746,-73.57463479042053,7037,51.0
193,45.512283212682135,-73.5618259012699,7001,26.0
202,45.513780237755576,-73.63246321678163,7007,56.0
207,45.514403032530616,-73.57508204877377,7038,53.0
229,45.51812808651321,-73.56185138225554,7074,29.0
230,45.51826340169339,-73.59577462077141,7036,78.0
233,45.51834130440452,-73.61664688243764,7021,75.0
265,45.52231759660231,-73.60693126916884,7022,79.0
266,45.52258373689023,-73.59358858375343,7034,69.0
270,45.5228780183634,-73.57749536633493,7031,48.0
272,45.523034595435504,-73.56540597975255,7072,40.0
274,45.5231943285584,-73.55584256350994,7073,27.0
296,45.526128037390365,-73.54600220918654,7077,24.0
299,45.52625187609252,-73.58975838928019,7032,64.0
301,45.5265658689096,-73.58542799949645,7024,57.0
308,45.52704109608778,-73.59347056655677,7026,66.0
314,45.52774827884841,-73.59743893146516,7028,72.0
318,45.527933320152464,-73.60122251338906,7025,71.0
324,45.52951033828327,-73.61067965626718,7040,62.0
355,45.53233064590805,-73.62018674612045,7042,59.0
365,45.53340912723174,-73.57065707445146,7030,49.0
374,45.53445294687472,-73.55965197086334,7078,33.0
376,45.53472725603326,-73.6147928237915,7045,58.0
396,45.53711413545682,-73.56913894414902,7027,49.0
403,45.53805998459642,-73.58337676181691,7029,57.0
412,45.539223744552906,-73.57383679656779,7035,51.0
420,45.539983846015616,-73.63813474774359,7064,42.0
422,45.54039620809999,-73.61681789159775,7061,62.0
427,45.54140622907085,-73.63007068634033,7063,53.0
436,45.542867968904545,-73.53822447359563,7018,17.0
441,45.54365085053057,-73.60565051436423,7065,62.0
442,45.543698752951606,-73.55367332696916,7020,27.0
443,45.54376315111747,-73.56772005558014,7039,46.0
444,45.54410128430579,-73.66738557815552,7002,31.0
469,45.54764847825576,-73.6655656993389,7006,28.0
474,45.54960452693408,-73.54193866252898,7019,21.0
476,45.549713734001415,-73.56384828686714,7043,48.0
478,45.549833212922856,-73.64063255488874,7004,34.0
490,45.55076907833167,-73.62091094255446,7008,51.0
498,45.55302673666147,-73.53238195180894,7017,17.0
507,45.55391377482115,-73.57141882181169,7041,54.0
509,45.55479651443991,-73.5743209719658,7046,57.0
512,45.556064928558904,-73.65350246429443,7003,41.0
528,45.561690269046075,-73.61051201820374,7023,50.0
533,45.56735205736565,-73.65378744900227,7005,33.0
539,45.57379781967793,-73.55034470558168,7009,32.0
541,45.576944454208686,-73.54045271873473,7075,33.0
543,45.5793249650848,-73.5705041885376,7044,43.0
545,45.58275715603393,-73.5424429178238,7016,35.0
28,45.54945734212034,-73.54164898395537,4000,20.0
30,45.51560425781634,-73.57213497161865,7083,48.0
110,45.50281281650894,-73.57602417469025,7084,50.0
469,45.506193963701755,-73.56996774673463,4002,45.0
515,45.50262858686735,-73.5277497768402,4001,13.0
550,45.4829412691004,-73.57974171638489,7082,20.0
550,45.63137963655471,-73.50685738027094,7085,11.0
551,45.630650344762316,-73.49499464035034,7086,8.0
552,45.64155705644063,-73.50037515163422,7087,12.0
553,45.65140583915357,-73.50041270256041,7088,11.0
554,45.649545884457254,-73.49191546440126,7089,13.0
555,45.570656641704254,-73.65184217691422,7090,35.0
556,45.57600034155425,-73.64676475524901,7091,39.0
557,45.539725531096366,-73.67716491222382,7092,27.0
558,45.53980654817605,-73.68726611137392,7093,25.0
559,45.53308032414161,-73.69459658861159,7094,26.0
560,45.540685517278774,-73.65337640047073,7095,33.0
561,45.53830765459553,-73.65488380193709,7096,46.0
562,45.59722114932571,-73.56279015541077,7097,42.0
563,45.595351888876344,-73.55858981609343,7098,40.0
564,45.49704689488635,-73.6432161927223,7099,57.0
565,45.49404432109336,-73.65449488162993,7100,51.0
566,45.500450948002225,-73.66142839193344,7101,44.0
567,45.470543700433645,-73.63168001174927,7102,63.0
568,45.431471386788424,-73.67120504379271,7103,24.0
569,45.434987155405864,-73.67079868912697,7104,25.0
570,45.43283984072614,-73.69349151849747,7105,19.0
571,45.43579350588776,-73.6801904439926,7106,23.0
572,45.43312379149661,-73.68140548467636,7107,20.0
573,45.422451407155854,-73.601194024086,7108,18.0
574,45.43566446235293,-73.60565185546875,7109,24.0
575,45.4153488370977,-73.62651407718657,7110,20.0
576,45.42612352042828,-73.65741580724715,7111,33.0
577,45.44404309237571,-73.61375212669374,7112,32.0
578,45.52593260934618,-73.59525293111801,7113,73.0
579,45.49283775884521,-73.55641990900041,7114,13.0
580,45.58917500418707,-73.5396561026573,7115,32.0
581,45.5967964774917,-73.53517949581145,7116,32.0
582,45.592596152761324,-73.56617510318756,7117,42.0
583,45.58600999065886,-73.52183818817139,7118,12.0
584,45.5928026103849,-73.51046562194823,7119,11.0
585,45.59920617334637,-73.5122399032116,7120,12.0
586,45.59264808020603,-73.52521777153017,7121,23.0
587,45.58116002977833,-73.64124342799188,7122,41.0
588,45.59089190991344,-73.64061713218689,7123,29.0
589,45.51678269880724,-73.6114226281643,7124,77.0
590,45.56833021674857,-73.56666326522826,7125,43.0
